code,name,description,refreshed_at,from_date,to_date
1INCHUSD,1IN/CH:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-05-07,2021-07-18
1INCHUST,1IN/CH:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-05-07,2021-07-18
AAABBB,AAA/BBB Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-06-24,2021-07-18
AAVEUSD,AAV/E:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-03,2021-07-18
AAVEUST,AAV/E:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-03,2021-07-18
ABSETH,ABS/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-08-09,2020-03-25
ABSUSD,ABS/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-12-15 00:17:42,2018-08-09,2020-12-14
ADABTC,ADA/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-06,2021-07-18
ADAF0USTF0,ADA/F0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-03,2021-07-18
ADAUSD,ADA/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-06,2021-07-18
ADAUST,ADA/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-06,2021-07-18
AGIBTC,AGI/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
AGIETH,AGI/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
AGIUSD,AGI/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-12-15 00:17:42,2018-07-05,2020-12-14
AIDBTC,AID/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:31,2018-07-05,2020-03-14
AIDETH,AID/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:31,2018-07-05,2020-03-14
AIDUSD,AID/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-23 00:18:01,2018-07-05,2020-11-22
AIOBTC,AIO/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-08-19 23:17:09,2018-07-05,2020-08-19
AIOETH,AIO/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
AIOUSD,AIO/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-01-14 00:17:26,2018-07-05,2021-01-13
ALBTUSD,ALB/T:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-13,2021-07-18
ALBTUST,ALB/T:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-13,2021-07-18
ALGBTC,ALG/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-21,2021-07-18
ALGUSD,ALG/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-21,2021-07-18
ALGUST,ALG/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-21,2021-07-18
AMPBTC,AMP/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-08-16,2021-07-18
AMPF0USTF0,AMP/F0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-07-29,2021-07-18
AMPUSD,AMP/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-27,2021-07-18
AMPUST,AMP/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-27,2021-07-18
ANTBTC,ANT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
ANTETH,ANT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
ANTUSD,ANT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
ASTETH,AST/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2019-05-28,2020-03-25
ASTUSD,AST/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2019-05-28,2021-03-26
ATMBTC,ATM/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:33,2018-07-12,2020-03-14
ATMETH,ATM/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:33,2018-07-12,2020-03-14
ATMUSD,ATM/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-23 00:18:01,2018-07-12,2020-11-22
ATOBTC,ATO/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-04-25,2021-07-18
ATOETH,ATO/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-04-25,2021-07-18
ATOUSD,ATO/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-04-25,2021-07-18
AUCBTC,AUC/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
AUCETH,AUC/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:32,2018-07-05,2020-03-14
AUCUSD,AUC/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-01-14 00:17:26,2018-07-05,2021-01-13
AVAXUSD,AVA/X:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-09-22,2021-07-18
AVAXUST,AVA/X:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-09-22,2021-07-18
AVTBTC,AVT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2017-10-10,2020-03-25
AVTETH,AVT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2017-10-10,2020-03-25
AVTUSD,AVT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2017-10-10,2021-03-26
B21XUSD,B21/X:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-12-19,2021-07-18
B21XUST,B21/X:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-12-19,2021-07-18
BABBTC,BAB/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-15 00:18:24,2018-11-14,2020-11-14
BABUSD,BAB/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-15 00:18:24,2018-11-14,2020-11-14
BABUST,BAB/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-15 00:18:24,2019-04-12,2020-11-14
BALUSD,BAL/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-10-03,2021-07-18
BALUST,BAL/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-10-03,2021-07-18
BANDUSD,BAN/D:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-09-21,2021-07-18
BANDUST,BAN/D:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-09-21,2021-07-18
BATBTC,BAT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
BATETH,BAT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
BATUSD,BAT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
BBNETH,BBN/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-02-15 00:52:15,2018-08-23,2020-02-14
BBNUSD,BBN/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-02-15 00:52:15,2018-08-23,2020-02-14
BCCBTC,BCC/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-31 00:00:29,2017-03-20,2017-12-31
BCCUSD,BCC/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-31 00:00:29,2017-03-20,2017-12-31
BCHABCUSD,BCH/ABC:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-11-15,2021-07-18
BCHBTC,BCH/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2018-11-15 00:27:15,2017-08-02,2018-11-14
BCHETH,BCH/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2018-11-15 00:27:15,2017-08-02,2018-11-14
BCHNUSD,BCH/N:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-11-15,2021-07-18
BCHUSD,BCH/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2018-11-15 00:27:15,2017-08-02,2018-11-14
BCIBTC,BCI/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-02-15 00:52:15,2018-07-05,2020-02-14
BCIUSD,BCI/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-02-15 00:52:15,2018-07-05,2020-02-14
BCUBTC,BCU/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-31 00:00:29,2017-03-20,2017-12-31
BCUUSD,BCU/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-31 00:00:29,2017-03-20,2017-12-31
BESTUSD,BES/T:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-09,2021-07-18
BFTBTC,BFT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-08-19 23:17:09,2018-07-05,2020-08-19
BFTETH,BFT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:32,2018-07-05,2020-03-14
BFTUSD,BFT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
BFXBTC,BFX/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-04-02 23:52:44,2016-08-09,2017-04-02
BFXUSD,BFX/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-04-02 23:52:44,2016-08-09,2017-04-02
BG1BTC,BG1/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-10-24 23:18:01,2017-10-24,2017-10-24
BG1USD,BG1/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-10-24 23:18:01,2017-10-24,2017-10-24
BG2BTC,BG2/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-10-24 23:18:01,2017-10-24,2017-10-24
BG2USD,BG2/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-10-24 23:18:01,2017-10-24,2017-10-24
BMIUSD,BMI/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-31,2021-07-18
BMIUST,BMI/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-31,2021-07-18
BNTBTC,BNT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-26,2020-03-25
BNTETH,BNT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-26,2020-03-25
BNTUSD,BNT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-26,2021-07-18
BOSONUSD,BOS/ON:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-04-08,2021-07-18
BOSONUST,BOS/ON:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-04-08,2021-07-18
BOXETH,BOX/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:33,2018-09-20,2020-03-14
BOXUSD,BOX/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2018-09-20,2021-03-26
BSVBTC,BSV/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-11-14,2021-07-18
BSVUSD,BSV/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-11-14,2021-07-18
BT1BTC,BT1/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-03 00:00:44,2017-10-05,2017-12-03
BT1USD,BT1/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-04 00:00:51,2017-10-05,2017-12-04
BT2BTC,BT2/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-03 00:00:44,2017-10-05,2017-12-03
BT2USD,BT2/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2017-12-03 00:00:44,2017-10-05,2017-12-03
BTCCNHT,BTC/:CNHT Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-09-10,2021-07-18
BTCDOMF0USTF0,BTC/DOMF0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-06-04,2021-07-18
BTCEUR,BTC/EUR Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-11-22,2021-07-18
BTCF0USTF0,BTC/F0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-07-18,2021-07-18
BTCGBP,BTC/GBP Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
BTCJPY,BTC/JPY Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-03-29,2021-07-18
BTCUSD,BTC/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2014-04-15,2021-07-18
BTCUST,BTC/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-03-11,2021-07-18
BTCXCH,BTC/XCH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-06-24,2021-07-18
BTGBTC,BTG/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-10-24,2021-07-18
BTGUSD,BTG/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-10-24,2021-07-18
BTSEUSD,BTS/E:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-06-17,2021-07-18
BTTBTC,BTT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-10-22 23:18:09,2019-02-19,2020-10-22
BTTUSD,BTT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-02-19,2021-07-18
CBTBTC,CBT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:32,2018-07-05,2020-03-14
CBTETH,CBT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
CBTUSD,CBT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-01-14 00:17:26,2018-07-05,2021-01-13
CELUSD,CEL/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-23,2021-07-18
CELUST,CEL/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-03-23,2021-07-18
CFIBTC,CFI/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2019-01-22 00:19:25,2018-07-05,2019-01-21
CFIETH,CFI/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2019-01-22 00:19:25,2018-07-05,2019-01-21
CFIUSD,CFI/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2019-01-22 00:19:25,2018-07-05,2019-01-21
CHEXUSD,CHE/X:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-05-18,2021-07-18
CHZUSD,CHZ/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-11-15,2021-07-18
CHZUST,CHZ/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-11-15,2021-07-18
CLOBTC,CLO/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-08-19 23:17:09,2019-03-12,2020-08-19
CLOUSD,CLO/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-03-12,2021-07-18
CNDBTC,CND/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
CNDETH,CND/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-08-19 23:17:09,2018-07-05,2020-08-19
CNDUSD,CND/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2018-07-05,2021-03-26
CNHCNHT,CNH/:CNHT Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2019-09-10,2021-07-18
CNNETH,CNN/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-09-20,2020-03-25
CNNUSD,CNN/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-12-15 00:17:42,2018-09-20,2020-12-14
COMPUSD,COM/P:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-26,2021-07-18
COMPUST,COM/P:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-26,2021-07-18
CSTBCHABCUSD,CST/BCHABC:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-15 00:18:24,2020-11-06,2020-11-14
CSTBCHNUSD,CST/BCHN:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-11-15 00:18:24,2020-11-06,2020-11-14
CSXETH,CSX/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:33,2018-10-18,2020-03-14
CSXUSD,CSX/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-12-09 00:17:17,2018-10-18,2020-12-08
CTKUSD,CTK/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-19,2021-07-18
CTKUST,CTK/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-19,2021-07-18
CTXBTC,CTX/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
CTXETH,CTX/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:32,2018-07-05,2020-03-14
CTXUSD,CTX/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2018-07-05,2021-03-26
DADBTC,DAD/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-14 23:27:32,2018-07-05,2020-03-14
DADETH,DAD/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-07-05,2020-03-25
DADUSD,DAD/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-04-29 23:15:51,2018-07-05,2020-04-29
DAIBTC,DAI/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
DAIETH,DAI/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
DAIUSD,DAI/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-07-05,2021-07-18
DAPPUSD,DAP/P:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-06-21 23:18:45,2020-10-07,2021-06-21
DAPPUST,DAP/P:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-06-21 23:18:45,2020-10-07,2021-06-21
DATBTC,DAT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-11-15,2021-07-18
DATETH,DAT/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-10-22 23:18:09,2018-07-05,2020-10-22
DATUSD,DAT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-11-15,2021-07-18
DGBBTC,DGB/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-10-22 23:18:09,2018-11-02,2020-10-22
DGBUSD,DGB/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2018-11-02,2021-07-18
DGXETH,DGX/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-08-19 23:17:09,2018-08-23,2020-08-19
DGXUSD,DGX/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-06-21 23:18:45,2018-08-23,2021-06-21
DOGBTC,DOG/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-07-10,2021-07-18
DOGEF0USTF0,DOG/EF0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-05-18,2021-07-18
DOGEUSD,DOG/E:USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-04-21,2021-07-18
DOGEUST,DOG/E:UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-04-21,2021-07-18
DOGUSD,DOG/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-07-10,2021-07-18
DOGUST,DOG/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-07-10,2021-07-18
DOTBTC,DOT/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-01-19,2021-07-18
DOTF0BTCF0,DOT/F0:BTCF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2021-02-10,2021-07-18
DOTF0USTF0,DOT/F0:USTF0 Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-10-12,2021-07-18
DOTUSD,DOT/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-07-17,2021-07-18
DOTUST,DOT/UST Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2020-08-18,2021-07-18
DRKBTC,DRK/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 6:00pm EST.,2015-08-31 22:00:08,2014-06-04,2015-08-31
DRKUSD,DRK/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 6:00pm EST.,2015-08-31 22:00:08,2014-06-04,2015-08-31
DRNETH,DRN/ETH Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2020-03-25 23:23:03,2018-11-01,2020-03-25
DRNUSD,DRN/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-03-26 23:19:26,2018-11-01,2021-03-26
DSHBTC,DSH/BTC Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-03-04,2021-07-18
DSHUSD,DSH/USD Exchange Rate,Exchange rates on BTIFinex exchange. Updated at 7:00pm EST.,2021-07-18 23:18:52,2017-03-04,2021-07-18
